Author	n (strains)	publication title	journal	publication URL	strains
Michael Carr et al	147	unknown	unknown	unknown	Ireland/CO-NVRL-20134/2020,Ireland/D-NVRL-AIIDV0328v1/2020,Ireland/D-NVRL-AIIDV0328v2/2020,Ireland/D-NVRL-71IRL15701/2020,Ireland/D-NVRL-24042/2020,Ireland/D-NVRL-AIIDV0081v1/2020,Ireland/D-NVRL-AIIDV0081v2/2020,Ireland/CO-NVRL-76IRL05162/2020,Ireland/L-NVRL-79IRL93332/2020,Ireland/LH-NVRL-73IRL70326/2020,Ireland/WD-NVRL-71IRL06455/2020,Ireland/SO-NVRL-70IRL90620/2020,Ireland/D-NVRL-71IRL07157/2020,Ireland/D-NVRL-71IRL07248/2020,Ireland/LK-NVRL-72IRL07430/2020,Ireland/LK-NVRL-72IRL07454/2020,Ireland/CO-NVRL-72IRL34461/2020,Ireland/KK-NVRL-72IRL40595/2020,Ireland/LK-NVRL-72IRL07419/2020,Ireland/LK-NVRL-72IRL16602/2020,Ireland/LK-NVRL-72IRL34726/2020,Ireland/WX-NVRL-72IRL33081/2020,Ireland/G-NVRL-20IRL40646-2/2020,Ireland/WW-NVRL-70IRL98345/2020,Ireland/LK-NVRL-71IRL00996/2020,Ireland/C-NVRL-21IRL25846/2021,Ireland/G-NVRL-21IRL00163/2021,Ireland/CO-NVRL-71IRL17107/2020,Ireland/LH-NVRL-73IRL41576/2020,Ireland/LH-NVRL-73IRL40279/2020,Ireland/LH-NVRL-73IRL27298/2020,Ireland/LH-NVRL-73IRL41575/2020,Ireland/LH-NVRL-73IRL40264/2020,Ireland/LH-NVRL-73IRL70315/2020,Ireland/LH-NVRL-73IRL41490/2020,Ireland/LH-NVRL-73IRL41505/2020,Ireland/LH-NVRL-73IRL70361/2020,Ireland/LH-NVRL-73IRL70320/2020,Ireland/LH-NVRL-73IRL70373/2020,Ireland/D-NVRL-71IRL96201/2020,Ireland/CO-NVRL-75IRL84568/2020,Ireland/KY-NVRL-72IRL47632/2020,Ireland/CE-NVRL-75IRL33549/2020,Ireland/G-NVRL-76IRL33626/2020,Ireland/MH-NVRL-72IRL21078/2020,Ireland/D-NVRL-20ILR10858/2020,Ireland/LH-NVRL-20ILR08022/2020,Ireland/D-NVRL-20ILR10835/2020,Ireland/D-NVRL-20ILR10842/2020,Ireland/D-NVRL-20ILR10856/2020,Ireland/D-NVRL-20ILR10860/2020,Ireland/D-NVRL-20ILR10854/2020,Ireland/D-NVRL-20ILR10855/2020,Ireland/CO-NVRL-78IRL74507/2020,Ireland/CO-NVRL-75IRL33266/2020,Ireland/SO-NVRL-76IRL31413/2020,Ireland/LS-NVRL-78IRL64932/2020,Ireland/LH-NVRL-75IRL19164/2020,Ireland/D-NVRL-75IRL31734/2020,Ireland/MH-NVRL-77IRL69686/2020,Ireland/D-NVRL-75IRL86056/2020,Ireland/D-NVRL-75IRL86068/2020,Ireland/D-NVRL-75IRL86079/2020,Ireland/D-NVRL-75IRL86080/2020,Ireland/WX-NVRL-76IRL50728/2020,Ireland/LK-NVRL-19935/2020,Ireland/KE-NVRL-83IRL41713/2021,Ireland/D-NVRL-81IRL19617/2020,Ireland/G-NVRL-82IRL81731/2021,Ireland/D-NVRL-83IRL18313/2021,Ireland/OY-NVRL-83IRL94305/2021,Ireland/LK-NVRL-82IRL78507/2021,Ireland/D-NVRL-83IRL18142/2021,Ireland/KY-NVRL-20IRL11089/2020,Ireland/KY-NVRL-20IRL11167/2020,Ireland/KY-NVRL-20IRL11336/2020,Ireland/D-NVRL-20IRL11236/2020,Ireland/LH-NVRL-81IRL19867/2020,Ireland/D-NVRL-20IRL09344/2020,Ireland/D-NVRL-20IRL15136/2020,Ireland/D-NVRL-20IRL15368/2020,Ireland/D-NVRL-81IRL20372/2020,Ireland/T-NVRL-83IRL90961/2021,Ireland/D-NVRL-83IRL08879/2021,Ireland/MO-NVRL-83IRL09623/2021,Ireland/DL-NVRL-82IRL84286/2021,Ireland/DL-NVRL-83IRL91332/2021,Ireland/DL-NVRL-83IRL22317/2021,Ireland/D-NVRL-83IRL08558/2021,Ireland/TA-NVRL-83IRL52991/2021,Ireland/CE-NVRL-83IRL52072/2021,Ireland/G-NVRL-75IRL85497/2020,Ireland/D-NVRL-72IRL12139/2020,Ireland/CN-NVRL-71IRL96106/2020,Ireland/CO-NVRL-78IRL76954/2020,Ireland/D-NVRL-AIIDV1334v1/2020,Ireland/D-NVRL-AIIDV0346v1/2020,Ireland/D-NVRL-AIIDV0023v1/2020,Ireland/LK-NVRL-73IRL34089/2020,Ireland/D-NVRL-AIIDM0047v1/2020,Ireland/D-NVRL-AIIDM0017v1/2020,Ireland/G-NVRL-72IRL53006/2020,Ireland/WW-NVRL-24052/2020,Ireland/D-NVRL-20IRL27755/2020,Ireland/MH-NVRL-72IRL14688/2020,Ireland/D-NVRL-72IRL38771/2020,Ireland/D-NVRL-72IRL56952/2020,Ireland/LS-NVRL-78IRL77598/2020,Ireland/CN-NVRL-20IRL51448/2020,Ireland/MO-NVRL-73IRL31845/2020,Ireland/LH-NVRL-73IRL72673/2020,Ireland/CN-NVRL-73IRL72730/2020,Ireland/MH-NVRL-73IRL22943/2020,Ireland/LH-NVRL-73IRL72600/2020,Ireland/KK-NVRL-72IRL24802/2020,Ireland/WX-NVRL-72IRL33055/2020,Ireland/WX-NVRL-72IRL33041/2020,Ireland/D-NVRL-70IRL98924/2020,Ireland/D-NVRL-70IRL97963/2020,Ireland/D-NVRL-71IRL06434/2020,Ireland/D-NVRL-20IRL36562/2020,Ireland/D-NVRL-20IRL39565/2020,Ireland/D-NVRL-71IRL07158/2020,Ireland/D-NVRL-71IRL07343/2020,Ireland/D-NVRL-71IRL21349/2020,Ireland/D-NVRL-20IRL43282/2020,Ireland/D-NVRL-20IRL42874/2020,Ireland/WW-NVRL-AIIDV1099v1/2020,Ireland/LH-NVRL-20IRL52389/2020,Ireland/MH-NVRL-20IRL82247/2020,Ireland/D-NVRL-75IRL76096/2020,Ireland/D-NVRL-AIIDV0019v1/2020,Ireland/LH-NVRL-20IRL52333/2020,Ireland/LH-NVRL-76IRL28214/2020,Ireland/CE-NVRL-78IRL68658/2020,Ireland/TA-NVRL-78IRL79094/2020,Ireland/DL-NVRL-78IRL78856/2020,Ireland/D-NVRL-77IRL69369/2020,Ireland/L-NVRL-79IRL93317/2020,Ireland/L-NVRL-79IRL98312/2020,Ireland/L-NVRL-80IRL07757/2020,Ireland/L-NVRL-80IRL07745/2020,Ireland/WW-NVRL-AIIDV0073v4/2020,Ireland/LH-NVRL-20ILR11490/2020,Ireland/CO-NVRL-71IRL82463/2020,Ireland/LH-NVRL-20IRL26172/2020,Ireland/WX-NVRL-78IRL71542/2020
Krisnoadi Rahardjo et al	2	unknown	unknown	unknown	Indonesia/JI-ITD-136N/2020,Indonesia/JI-ITDua-966NTv/2020
Pawestri et al	7	unknown	unknown	unknown	Indonesia/PA-NIHRD-C0710717/2020,Indonesia/PA-NIHRD-C0710684/2020,Indonesia/PA-NIHRD-PME4306/2020,Indonesia/JK-NIHRD-MI52946/2020,Indonesia/JK-NIHRD-MI52948/2020,Indonesia/JK-NIHRD-MI43269/2020,Indonesia/JK-NIHRD-MI2851/2020
Kazufumi Shimizu et al	1	unknown	unknown	unknown	Indonesia/JI-ITD-853Sp/2020
Andri Wardiana et al	2	unknown	unknown	unknown	Indonesia/BT-LIPI-006/2020,Indonesia/BT-LIPI-005/2020
Ade Andriani et al	1	unknown	unknown	unknown	Indonesia/BGR-LIPI011/2020
Siyuan Yang et al	2	unknown	unknown	unknown	Beijing/DT-travelIT04/2020,Beijing/DT-travelDE01/2020
Juan David Ramírez et al A	6	The arrival and spread of SARS-CoV2 in Colombia	unknown	https://www.medrxiv.org/content/10.1101/2020.06.11.20125799v1	Colombia/ANT-GUV-92146/2020,Colombia/ANT-GUV-92252/2020,Colombia/HUI-GVI-98032/2020,Colombia/NAR-GVI-97417/2020,Colombia/MET-GVI-97769/2020,Colombia/VAC-GVI-97321/2020
Gunadi et al	6	unknown	unknown	unknown	Indonesia/YO-UGM-200927/2020,Indonesia/JT-UGM-47964/2020,Indonesia/JT-UGM-60901/2020,Indonesia/JT-UGM-47906/2020,Indonesia/YO-UGM-107727/2020,Indonesia/YO-UGM-10010/2020
Inmaculada de Toro Peinado et al	1	unknown	unknown	unknown	Spain/AN-IBV-001972/2020
Kim et al	3	unknown	unknown	unknown	SouthKorea/KCDC12-NCCP43330/2020,SouthKorea/KCDC31-NCCP43342/2020,SouthKorea/KCDC9349-NCCP43343/2020
Kathrine Stene-Johansen et al	212	unknown	unknown	unknown	Norway/2087/2020,Norway/2498/2020,Norway/1986/2020,Norway/1380/2020,Norway/1538/2020,Norway/1494/2020,Norway/1455/2020,Norway/1443/2020,Norway/1694/2020,Norway/1493/2020,Norway/1379/2020,Norway/2052/2020,Norway/0283/2021,Norway/3068/2020,Norway/2088/2020,Norway/3171/2020,Norway/2812/2020,Norway/2809/2020,Norway/2810/2020,Norway/2808/2020,Norway/2838/2020,Norway/2851/2020,Norway/2793/2020,Norway/2801/2020,Norway/2961/2020,Norway/2802/2020,Norway/3173/2020,Norway/2806/2020,Norway/2834/2020,Norway/2847/2020,Norway/2859/2020,Norway/2862/2020,Norway/2903/2020,Norway/2957/2020,Norway/3592/2020,Norway/5539/2020,Norway/2534/2020,Norway/2466/2020,Norway/2380/2020,Norway/7234/2020,Norway/2387/2020,Norway/2390/2020,Norway/1917/2020,Norway/1989/2020,Norway/1951/2020,Norway/1949/2020,Norway/2660/2020,Norway/2549/2020,Norway/2782/2020,Norway/2784/2020,Norway/4896/2020,Norway/2505/2020,Norway/2086/2020,Norway/1811/2020,Norway/1772/2020,Norway/1953/2020,Norway/1495/2020,Norway/1955/2020,Norway/2356-2/2020,Norway/2200/2020,Norway/2454/2020,Norway/6265/2020,Norway/5550/2020,Norway/5789/2020,Norway/6035/2020,Norway/6043/2020,Norway/6041/2020,Norway/6039/2020,Norway/6251/2020,Norway/3429/2020,Norway/3898/2020,Norway/3355/2021,Norway/2865/2021,Norway/3634/2021,Norway/3602/2021,Norway/4142/2021,Norway/3604/2021,Norway/3356/2021,Norway/3607/2021,Norway/4336/2020,Norway/4334/2020,Norway/5373/2020,Norway/0594/2021,Norway/1779/2021,Norway/1776/2021,Norway/6601/2020,Norway/6594/2020,Norway/6605/2020,Norway/6857/2020,Norway/6613/2020,Norway/6615/2020,Norway/6689/2020,Norway/7126/2020,Norway/1754/2021,Norway/1331/2021,Norway/2504/2021,Norway/1540/2021,Norway/0221/2021,Norway/1314/2021,Norway/1699/2021,Norway/1784/2021,Norway/1783/2021,Norway/1834/2021,Norway/0226/2021,Norway/1672/2021,Norway/0308/2021,Norway/4511/2021,Norway/4745/2021,Norway/4090/2021,Norway/3379/2021,Norway/3980/2021,Norway/6239/2020,Norway/7667/2020,Norway/7201/2020,Norway/7202/2020,Norway/3756/2020,Norway/4055/2020,Norway/6268/2020,Norway/4058/2020,Norway/4235/2020,Norway/2874/2020,Norway/2860/2020,Norway/2850/2020,Norway/2856/2020,Norway/2846/2020,Norway/5487/2020,Norway/5331/2020,Norway/5334/2020,Norway/3212/2020,Norway/3271/2020,Norway/3381/2020,Norway/3901/2020,Norway/3382/2020,Norway/3408/2020,Norway/3603/2020,Norway/3908/2020,Norway/3529/2020,Norway/3147/2020,Norway/2485/2020,Norway/2596/2020,Norway/2599/2020,Norway/5756/2020,Norway/6458/2020,Norway/6457/2020,Norway/0506/2021,Norway/3267/2021,Norway/3278/2021,Norway/4724/2021,Norway/2832/2020,Norway/3078/2020,Norway/3153/2020,Norway/3012/2020,Norway/4330/2020,Norway/3833/2020,Norway/4040/2020,Norway/3602/2020,Norway/5218/2020,Norway/5121/2020,Norway/6016/2020,Norway/3272/2020,Norway/3278/2020,Norway/4125/2020,Norway/5459/2020,Norway/3243/2020,Norway/5877/2020,Norway/3104/2020,Norway/3105/2020,Norway/3365/2020,Norway/6805/2020,Norway/7097/2020,Norway/6782/2020,Norway/6779/2020,Norway/6780/2020,Norway/3246/2021,Norway/7036/2020,Norway/7016/2020,Norway/7039/2020,Norway/7082/2020,Norway/3620/2020,Norway/3146/2020,Norway/3376/2020,Norway/3378/2020,Norway/2855/2020,Norway/2854/2020,Norway/2853/2020,Norway/4779/2020,Norway/4818/2020,Norway/4960/2020,Norway/4817/2020,Norway/2958/2020,Norway/2965/2020,Norway/3753/2020,Norway/3281/2020,Norway/3539/2020,Norway/2992/2020,Norway/2993/2020,Norway/2893/2020,Norway/5171/2020,Norway/5643/2020,Norway/2870/2020,Norway/2900/2020,Norway/2994/2020,Norway/2991/2020,Norway/4059/2020,Norway/3011/2020,Norway/3624/2020,Norway/3208/2020,Norway/5410/2020,Norway/2781/2020,Norway/4276/2020,Norway/4764/2020,Norway/4282/2020
Inmaculada de Toro Peinado. MªConcepción Mediavilla Gradolph. Begoña Palop Borrás et al	1	unknown	unknown	unknown	Spain/AN-IBV-001984/2020
Benjamin Pinksy et al	1	unknown	unknown	unknown	USA/CA-CZB-1763/2020
Jean Ruelle et al	1	unknown	unknown	unknown	Belgium/MBLG47178/2020
Daniel F Gudbjartsson et al B	21	Spread of SARS-CoV-2 in the Icelandic Population	unknown	https://dx.doi.org/10.1056/NEJMoa2006100	Iceland/447/2020,Iceland/13/2020,Iceland/149/2020,Iceland/176/2020,Iceland/163/2020,Iceland/7/2020,Iceland/232/2020,Iceland/323/2020,Iceland/596/2020,Iceland/463/2020,Iceland/594/2020,Iceland/211/2020,Iceland/183/2020,Iceland/184/2020,Iceland/363/2020,Iceland/361/2020,Iceland/509/2020,Iceland/508/2020,Iceland/542/2020,Iceland/595/2020,Iceland/601/2020
Suppiah J et al	66	unknown	unknown	unknown	Malaysia/IMR_WC14227/2020,Malaysia/IMR_WC80107/2020,Malaysia/IMR_WC99045/2020,Malaysia/IMR_WC91520/2021,Malaysia/IMR_WC65760/2021,Malaysia/IMR_WC77905/2021,Malaysia/IMR-WI196/2020,Malaysia/IMR-WI194/2020,Malaysia/IMR_5316/2020,Malaysia/IMR_WI340/2020,Malaysia/IMR-WC253176/2020,Malaysia/IMR-WC268890/2020,Malaysia/IMR-WC249886/2020,Malaysia/IMR-WI310/2020,Malaysia/IMR-CV138687/2020,Malaysia/IMR-CV139206/2020,Malaysia/IMR-CV140278/2020,Malaysia/IMR-CV140314/2020,Malaysia/IMR-CV139154/2020,Malaysia/IMR-CV138815/2020,Malaysia/IMR-CV138548/2020,Malaysia/IMR_WC91662/2021,Malaysia/IMR_WC342015/2020,Malaysia/IMR_WC342013/2020,Malaysia/IMR_WC91650/2021,Malaysia/IMR_WC91649/2021,Malaysia/IMR_WC357849/2020,Malaysia/IMR-WC281546/2020,Malaysia/IMR_WC46759/2021,Malaysia/IMR_WC346578/2020,Malaysia/IMR_WC91743/2021,Malaysia/IMR_WC75699/2021,Malaysia/IMR_WC91545/2021,Malaysia/IMR_323379/2021,Malaysia/IMR_WC73724/2021,Malaysia/IMR_WC73705/2021,Malaysia/IMR_WC73696/2021,Malaysia/IMR_WC66243/2021,Malaysia/IMR_WC66247/2021,Malaysia/IMR_WC74104/2021,Malaysia/IMR_WC73927/2021,Malaysia/IMR-WC61542/2021,Malaysia/IMR_WC378731/2020,Malaysia/IMR_WC340711/2020,Malaysia/IMR-WC124489/2020,Malaysia/IMR-WI109/2020,Malaysia/IMR_WC317894/2020,Malaysia/IMR-WI093/2020,Malaysia/IMR-WI101/2020,Malaysia/IMR-WI085/2020,Malaysia/IMR-WI080/2020,Malaysia/IMR_WI100/2020,Malaysia/IMR-WI124/2020,Malaysia/IMR-WI147/2020,Malaysia/IMR-WI206/2020,Malaysia/IMR-WI203/2020,Malaysia/IMR-WI125/2020,Malaysia/IMR-WI119/2020,Malaysia/IMR-WI111/2020,Malaysia/IMR-WI120/2020,Malaysia/IMR-WI112/2020,Malaysia/IMR-WI115/2020,Malaysia/IMR-WI123/2020,Malaysia/IMR-WI132/2020,Malaysia/IMR-WI133/2020,Malaysia/IMR_WC348412/2020
Marcelo Henrique Santos Paiva et al	5	unknown	unknown	unknown	Brazil/PE-IAM138/2020,Brazil/PE-IAM1148/2020,Brazil/PE-IAM900/2020,Brazil/PE-IAM89/2020,Brazil/PE-IAM221/2020
PHE Covid Sequencing Team et al	92	unknown	unknown	unknown	England/20099015104/2020,England/20096051004/2020,England/20098017204/2020,England/20094061404/2020,England/20094061504/2020,Ukraine/203100357/2020,England/20099069904/2020,England/20099070104/2020,England/20098007304/2020,Ukraine/203100363/2020,Ukraine/203100322/2020,Bermuda/204990918/2020,Bermuda/204990919/2020,Bermuda/204990931/2020,Bermuda/204990933/2020,Bermuda/204990934/2020,Bermuda/205081290/2020,Bermuda/205081286/2020,Bermuda/205081288/2020,Bermuda/204990925/2020,Bermuda/204990924/2020,Bermuda/204990920/2020,Bermuda/204990921/2020,Bermuda/204990915/2020,Bermuda/204990916/2020,Bermuda/204990927/2020,Bermuda/205081292/2020,Bermuda/205081294/2020,Bermuda/205081296/2020,Bermuda/205081304/2020,England/20099072904/2020,Ukraine/203100339/2020,Ukraine/203100356/2020,Ukraine/203100318/2020,Ukraine/203100333/2020,Ukraine/203100319/2020,Ukraine/203100335/2020,Ukraine/203100336/2020,Ukraine/203100348/2020,Ukraine/203100320/2020,Ukraine/203100351/2020,Ukraine/203100352/2020,Ukraine/203100353/2020,Ukraine/203100350/2020,Ukraine/203100349/2020,Ukraine/203100347/2020,Ukraine/203100325/2020,Ukraine/203100344/2020,Ukraine/203100365/2020,Ukraine/203100366/2020,Ukraine/203100321/2020,Ukraine/203100341/2020,Ukraine/203100346/2020,Ukraine/203100327/2020,Ukraine/203100342/2020,Ukraine/203100345/2020,Ukraine/203100331/2020,Ukraine/203100332/2020,Ukraine/203100329/2020,Ukraine/203100328/2020,Ukraine/203100343/2020,Ukraine/203100330/2020,Ukraine/203100362/2020,England/204990295/2020,England/204990306/2020,England/205121462/2020,England/205261294/2020,England/205261286/2020,England/205221330/2020,England/205261287/2020,England/205261293/2020,England/205240583/2020,England/205380364/2021,England/210291787/2021,England/210291781/2021,England/210321335/2021,Ukraine/203100340/2020,Ukraine/203100360/2020,Ukraine/203100358/2020,Ukraine/203100334/2020,Ukraine/203100338/2020,Ukraine/203100354/2020,Ukraine/203100337/2020,Ukraine/203100355/2020,Ukraine/203100361/2020,England/20154089204/2020,Ukraine/203100323/2020,Ukraine/203100324/2020,England/20168042704/2020,England/20170003504/2020,Ukraine/203100364/2020,Ukraine/203100317/2020
Neta Zuckerman et al	68	unknown	unknown	unknown	Israel/CVL-n2820/2020,Israel/n14289/2020,Israel/n14291/2020,Israel/CVL-n-7224/2020,Israel/CVL-n2775/2020,Israel/CVL-n18311/2020,Israel/CVL-n26425/2020,Israel/CVL-n18416/2020,Israel/CVL-n17916/2020,Israel/CVL-n19018/2020,Israel/CVL-n19050/2020,Israel/CVL-s2064/2020,Israel/CVL-n25886/2020,Israel/CVL-n26455/2020,Israel/CVL-s2057/2020,Israel/CVL-s2049/2020,Israel/CVL-n4109/2020,Israel/CVL-4315/2021,Israel/CVL-1839/2021,Israel/CVL-3230/2021,Israel/CVL-2546/2021,Israel/CVL-n1541/2020,Israel/CVL-1236/2020,Israel/CVL-1253/2020,Israel/CVL-2408/2021,Israel/CVL-2515/2021,Israel/CVL-3111/2021,Israel/CVL-4765/2021,Israel/CVL-4797/2021,Israel/CVL-4704/2021,Israel/CVL-4267/2021,Israel/CVL-4271/2021,Israel/CVL-4273/2021,Israel/CVL-4769/2021,Israel/CVL-933ngs/2020,Israel/CVL-4264/2021,Israel/CVL-n896/2020,Israel/CVL-4706/2021,Israel/CVL-3210/2021,Israel/CVL-3211/2021,Israel/CVL5421/2020,Israel/CVL-n25924/2020,Israel/CVL1610/2020,Israel/CVL-n26134/2020,Israel/CVL1060/2020,Israel/CVL-n25904/2020,Israel/CVL1196/2020,Israel/CVL-n26122/2020,Israel/CVL-246ngs/2020,Israel/CVL-3884/2021,Israel/CVL-2299/2021,Israel/CVL-1302/2020,Israel/CVL-1174/2020,Israel/CVL-90-ngs/2020,Israel/CVL-n-6751/2020,Israel/CVL-945ngs/2020,Israel/CVL-928ngs/2020,Israel/CVL-n4065/2020,Israel/CVL-n4115/2020,Israel/CVL-561ngs/2020,Israel/CVL-923ngs/2020,Israel/CVL-924ngs/2020,Israel/CVL-n-6750/2020,Israel/CVL-n-6735/2020,Israel/CVL-n1750/2020,Israel/CVL-n-11594/2020,Israel/CVL-n2361/2020,Israel/CVL-64/2020
Allam M et al	2	unknown	unknown	unknown	SouthAfrica/R02827/2020,SouthAfrica/R04827/2020
Martin Sundqvist et al	2	unknown	unknown	unknown	Sweden/20-50125/2020,Sweden/20-50087/2020
Hatem et al	27	unknown	unknown	unknown	Egypt/CCHE57357-A-70/2020,Egypt/CCHE57357-A-54/2020,Egypt/CCHE57357-A-55/2020,Egypt/CCHE57357-A-69/2020,Egypt/CCHE57357-A-26/2020,Egypt/CCHE57357-A-38/2020,Egypt/CCHE57357-P-27/2020,Egypt/CCHE57357-A-58/2020,Egypt/CCHE57357-P-41/2020,Egypt/CCHE57357-P-37/2020,Egypt/CCHE57357-A-28/2020,Egypt/CCHE57357-P-25/2020,Egypt/CCHE57357-A-36/2020,Egypt/CCHE57357-A-39/2020,Egypt/CCHE57357-A-80/2020,Egypt/CCHE57357-A-40/2020,Egypt/CCHE57357-A-66/2020,Egypt/CCHE57357-A-89/2020,Egypt/CCHE57357-P-26/2020,Egypt/CCHE57357-A-03/2020,Egypt/CCHE57357-P-34/2020,Egypt/CCHE57357-A-68/2020,Egypt/CCHE57357-A-45/2020,Egypt/CCHE57357-P-38/2020,Egypt/CCHE57357-P-24/2020,Egypt/CCHE57357-A-41/2020,Egypt/CCHE57357-A-13/2020
Karl Kashofer et al A	1	unknown	unknown	unknown	Austria/Graz-MUG20/2020
Madlen Stange et al	18	unknown	unknown	unknown	Switzerland/BS-UHB-42189866/2020,Switzerland/AG-42216512/2020,Switzerland/BS-42218824/2020,Switzerland/BL-65240056/2020,Switzerland/BL-65240002/2020,Switzerland/BS-42354703/2020,Switzerland/BS-42220323/2020,Switzerland/BS-42398551/2020,Switzerland/BS-UHB-42167340/2020,Switzerland/BL-UHB-42167842/2020,Switzerland/BS-42296829/2020,Switzerland/BL-65252178/2020,Switzerland/BS-65245510/2020,Switzerland/BS-42233903/2020,Switzerland/BS-42338923/2020,Switzerland/BS-42335263/2020,Switzerland/BL-42338370/2020,Switzerland/BS-42341282/2020
Jezzy R Dewantari et al	2	unknown	unknown	unknown	Indonesia/JI-ITD-150Sp/2020,Indonesia/EJ-ITD-8402NT/2020
Wenjuan Zhang et al	1	unknown	unknown	unknown	USA/CA-CSMC25/2020
