Author	n (strains)	publication title	journal	publication URL	strains
Cao et al	1	Insights into The Codon Usage Bias of 13 Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Isolates from Different Geo-locations	unknown	http://biorxiv.org/lookup/doi/10.1101/2020.04.01.019463	Vietnam/19-01S/2020
Wenjie Tan et al A	1	A Novel Coronavirus from Patients with Pneumonia in China, 2019	unknown	https://dx.doi.org/10.1056/NEJMoa2001017	Wuhan/IVDC-HB-01/2019
Bin Fang et al	1	Genome-wide data inferring the evolution and population demography of the novel pneumonia coronavirus (SARS-CoV-2)	unknown	https://dx.doi.org/10.1101/2020.03.04.976662	Wuhan/HBCDC-HB-03/2019
Lili Ren et al	1	Genomic diversity of SARS-CoV-2 in Coronavirus Disease 2019 patients	unknown	https://dx.doi.org/10.1093/cid/ciaa203/5780800	Wuhan/IPBCAMS-WH-04/2019
Fan et al	3	unknown	unknown	unknown	Wuhan/IME-WH02/2019,Wuhan/IME-WH04/2019,Wuhan/IME-WH05/2019
Chen et al	1	SARS-CoV-2 exhibits intra-host genomic plasticity and low-frequency polymorphic quasispecies	unknown	http://biorxiv.org/lookup/doi/10.1101/2020.03.27.009480	Wuhan/WHU01/2020
Pilailuk et al B	2	Early transmission patterns of coronavirus disease 2019 (COVID-19) in travellers from Wuhan to Thailand, January 2020	unknown	https://dx.doi.org/10.2807/1560-7917.ES.2020.25.8.2000097	Thailand/61/2020,Thailand/74/2020
Mak et al	1	Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe	unknown	https://dx.doi.org/10.2807/1560-7917.ES.2020.25.13.2000305	Singapore/1/2020
Shiou-Hwei Yeh et al B	1	Insights into The Codon Usage Bias of 13 Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Isolates from Different Geo-locations	unknown	http://biorxiv.org/lookup/doi/10.1101/2020.04.01.019463	Taiwan/NTU02/2020
Yang Wei et al	5	unknown	unknown	unknown	Lu-an/570/2020,Lu-an/445/2020,Lu-an/470/2020,Lu-an/339/2020,Lu-an/110/2020
Siyuan Yang et al	4	unknown	unknown	unknown	Beijing/DT-BJ01/2020,Beijing/DT-WH01/2020,Beijing/DT-travelIT04/2020,Beijing/DT-travelDE01/2020
Valentin Leducq et al	22	unknown	unknown	unknown	France/IDF_PSL_362/2020,France/IDF_PSL_397/2020,France/IDF_PSL_401/2020,France/IDF_PSL_371/2020,France/IDF_PSL_420/2020,France/IDF_PSL_458/2020,France/IDF_PSL_480/2020,France/IDF_PSL_61/2020,France/IDF_PSL_87/2020,France/IDF_PSL_383/2020,France/IDF_PSL_386/2020,France/IDF_PSL_232/2020,France/IDF_PSL_81/2020,France/IDF_PSL_422/2020,France/IDF_PSL_440/2020,France/IDF_PSL_271/2020,France/IDF_PSL_263/2020,France/IDF_PSL_423/2020,France/IDF_PSL_477/2020,France/IDF_PSL_451/2020,France/IDF_PSL_465/2020,France/IDF_PSL_384/2020
Ji-Rong Yang et al D	1	Whole genome and phylogenetic analysis of two SARS-CoV-2 strains isolated in Italy in January and February 2020: additional clues on multiple introductions and further circulation in Europe	unknown	https://dx.doi.org/10.2807/1560-7917.ES.2020.25.13.2000305	Taiwan/4/2020
Baowen Du et al	11	unknown	unknown	unknown	Sichuan/SC-NJ-095/2020,Sichuan/SC-NJ-089/2020,Wuhan/HB-WH5-239/2020,Wuhan/HB-WH4-204/2020,Wuhan/HB-WH4-205/2020,Wuhan/HB-WH1-142/2020,Wuhan/HB-WH4-214/2020,Wuhan/HB-WH1-122/2020,Wuhan/HB-WH3-179/2020,Wuhan/HB-WH4-206/2020,Wuhan/HB-WH4-207/2020
Bal et al	1	Molecular characterization of SARS-CoV-2 in the first COVID-19 cluster in France reveals an amino acid deletion in nsp2 (Asp268del)	unknown	https://dx.doi.org/10.1016/j.cmi.2020.03.020	France/ARA-739/2020
Marek Korencak et al et al	3	unknown	unknown	unknown	Germany/NW-UKB-X4719/2020,Germany/NW-UKB-14975/2020,Germany/NW-UKB-14971/2020
Teemu Smura et al A	185	unknown	unknown	unknown	Finland/20MS4A4/2020,Finland/1/2020,Finland/18MR2cF11/2020,Finland/11CC1/2020,Finland/HEL-9-36/2021,Finland/15A602/2020,Finland/HEL4-34/2021,Finland/HEL4-33/2021,Finland/HEL4-52/2021,Finland/HEL-15-253/2021,Finland/HEL-15-251/2021,Finland/16A68S5/2020,Finland/5A57S2/2020,Finland/4A60S1/2020,Finland/5May56S6/2020,Finland/21A39S11/2020,Finland/10A53S14/2020,Finland/10A63S14/2020,Finland/10A74S14/2020,Finland/10A65S14/2020,Finland/10A70S14/2020,Finland/17A87S10/2020,Finland/6A959SIIC/2020,Finland/10MS2B3/2020,Finland/8May24S14/2020,Finland/12A55SVI/2020,Finland/16A68S11/2020,Finland/24MS5B10/2020,Finland/15A36S5/2020,Finland/24MS5H7/2020,Finland/9A30S12/2020,Finland/24MS2G3/2020,Finland/17MS1B10/2020,Finland/17MS1A6/2020,Finland/17A54S4/2020,Finland/30M77S3/2020,Finland/12A46SVI/2020,Finland/HEL-18-460/2021,Finland/4May88S4/2020,Finland/12A78SVIIC/2020,Finland/24MS2E3/2020,Finland/15AS8BH2/2020,Finland/4May56S4/2020,Finland/4May22S4/2020,Finland/8May11S7/2020,Finland/8May65S11/2020,Finland/4May76S4/2020,Finland/8May21S18/2020,Finland/5May16S2/2020,Finland/7May68S22/2020,Finland/11May91S10/2020,Finland/12KS4D4/2020,Finland/21KS4F3/2020,Finland/13KS15A3/2020,Finland/21KS3H2/2020,Finland/12TouS13H11/2020,Finland/15MAY16S13/2020,Finland/5May25S4/2020,Finland/4May21S4/2020,Finland/5May26S2/2020,Finland/5May49S6/2020,Finland/8May89S14/2020,Finland/11May41S7/2020,Finland/13M82/2020,Finland/HEL-15-247/2021,Finland/HEL-15-252/2021,Finland/HEL-14-397/2021,Finland/HEL-15-242/2021,Finland/4LS21F5/2020,Finland/4LS5A12/2020,Finland/4LS8H3/2020,Finland/10MS2E4/2020,Finland/13M65/2020,Finland/13M58/2020,Finland/13M60/2020,Finland/13M64/2020,Finland/14M16/2020,Finland/14M26/2020,Finland/14M12/2020,Finland/17MS1B6/2020,Finland/13M23S4/2020,Finland/HEL-17-502/2021,Finland/30J7DC7_S122/2020,Finland/30J7DG1_S121/2020,Finland/9T3DB1_S179/2021,Finland/18ES6AH10/2020,Finland/13ES21A9/2020,Finland/8ES4A11/2020,Finland/S10E4/2020,Finland/28ES14AC6/2020,Finland/24ES18AE9/2020,Finland/15ES15BE1/2020,Finland/31ES18AD11/2020,Finland/25ES3AB11/2020,Finland/6SS7C7/2020,Finland/6SS7H1/2020,Finland/23SS15G9/2020,Finland/18SS6F5/2020,Finland/HEL-15-410/2021,Finland/4LS20F5/2020,Finland/4LS1E1/2020,Finland/4LS20E5/2020,Finland/4LS8F7/2020,Finland/4LS8E7/2020,Finland/4LS8D7/2020,Finland/4LS8E1/2020,Finland/4LS8A9/2020,Finland/4LS9F1/2020,Finland/27MR6CE1_S276/2020,Finland/27MR10CC12_S274/2020,Finland/29C11/2020,Finland/14MR1cE3/2020,Finland/HEL-15-411/2021,Finland/26MR5CH11_S248/2020,Finland/26MR7CC1_S240/2020,Finland/27MR18CH5_S261/2020,Finland/28MR15CH3_S310/2020,Finland/28MR2CB12_S321/2020,Finland/28MR6CE1_S302/2020,Finland/29F7/2020,Finland/9CB12/2020,Finland/9CH11/2020,Finland/13CB7/2020,Finland/26MR7CH1_S238/2020,Finland/26MR7CA2_S239/2020,Finland/26MR5CA12_S249/2020,Finland/28MR20CE3_S324/2020,Finland/28MR2CD12_S323/2020,Finland/28MR1CB2_S97/2020,Finland/7T5DA3_S170/2021,Finland/30J6DC6_S116/2020,Finland/31J13DA3_S137/2020,Finland/31J14DC7_S136/2020,Finland/30J7DD7_S123/2020,Finland/8T19DE1_S176/2021,Finland/31J14DC5_S134/2020,Finland/7T5DG1_S169/2021,Finland/HEL-18-V169/2021,Finland/HUS-41-102/2021,Finland/23SS13A5/2020,Finland/23SS12G8/2020,Finland/23SS2E3/2020,Finland/23SS15H5/2020,Finland/20SS16F1/2020,Finland/27SS2D9/2020,Finland/26SS12D1/2020,Finland/1LS18A9/2020,Finland/5LS20C12/2020,Finland/3LS18AD6/2020,Finland/3LS18AG4/2020,Finland/3LS12BE5/2020,Finland/3LS5B11/2020,Finland/17J26CC3/2020,Finland/13MR5cB2/2020,Finland/18MR2cF1/2020,Finland/29E10/2020,Finland/4CF7/2020,Finland/18CE5/2020,Finland/14CH8/2020,Finland/3CB4/2020,Finland/16CD9/2020,Finland/22SS11D7/2020,Finland/22SS12E11/2020,Finland/25SS6C12/2020,Finland/25SS8D9/2020,Finland/29SS5E7/2020,Finland/29SS4C5/2020,Finland/30SS13B8/2020,Finland/30SS5H9/2020,Finland/2LS7A3/2020,Finland/2LS3B11/2020,Finland/7LS10C3/2020,Finland/7LS4AH2/2020,Finland/7LS11AA7/2020,Finland/7LS12AB4/2020,Finland/8LS6AF1/2020,Finland/8LS6AG5/2020,Finland/S8AA11/2020,Finland/8LS2H5/2020,Finland/18LS2AB7/2020,Finland/13LS12AH5/2020,Finland/26MR5CE11_S245/2020,Finland/24LS10D12/2020,Finland/25LS1DB5/2020,Finland/27MR4CC10_S267/2020
Ronnie Gavilan Chavez et al	35	unknown	unknown	unknown	Peru/LAM-INS-724/2020,Peru/LIM-INS-361/2020,Peru/CAL-INS-656/2020,Peru/ICA-INS-706/2020,Peru/LIM-INS-490/2020,Peru/LIM-INS-492/2020,Peru/LIM-INS-475/2020,Peru/LIM-INS-365/2020,Peru/LIM-INS-528/2020,Peru/LOR-INS-590/2020,Peru/LOR-INS-565/2021,Peru/LOR-INS-606/2021,Peru/LIM-INS-512/2020,Peru/LIM-INS-411/2020,Peru/HUA-INS-678/2020,Peru/HUA-INS-676/2020,Peru/LOR-INS-561/2021,Peru/LIM-INS-396/2021,Peru/LOR-INS-554/2021,Peru/LIM-INS-447/2021,Peru/LIM-INS-524/2020,Peru/LIM-INS-414/2020,Peru/LIM-INS-380/2020,Peru/LIM-INS-479/2020,Peru/LIM-INS-358/2020,Peru/CAL-INS-662/2020,Peru/LIM-INS-317/2020,Peru/LIM-INS-299/2020,Peru/CAL-INS-650/2020,Peru/LIM-INS-376/2020,Peru/ICA-INS-708/2020,Peru/LIM-INS-519/2020,Peru/LIM-INS-346/2020,Peru/LIM-INS-328/2020,Peru/LIM-INS-440/2021
Ortwin Adams et al	7	Genetic structure of SARS-CoV-2 in Western Germany reflects clonal superspreading and multiple independent introduction events	unknown	https://dx.doi.org/10.1101/2020.04.25.20079517	Germany/NW-HHU-04/2020,Germany/NW-HHU-10/2020,Germany/NW-HHU-09/2020,Germany/NW-HHU-03/2020,Germany/NW-HHU-05/2020,Germany/NW-HHU-02-1/2020,Germany/NW-HHU-06/2020
Ivan-Christian Kurolt et al	3	unknown	unknown	unknown	Croatia/1761_Dubrovnik/2020,Croatia/1560_Split/2020,Croatia/1146_Split/2020
Alexandra Popa et al A	42	unknown	unknown	unknown	Austria/CeMM0142/2020,Austria/CeMM0802/2020,Austria/CeMM0808/2020,Austria/CeMM1084/2020,Austria/CeMM1094/2020,Austria/CeMM0401/2020,Austria/CeMM0796/2020,Austria/CeMM0662/2020,Austria/CeMM0746/2020,Austria/CeMM0795/2020,Austria/CeMM0747/2020,Austria/CeMM0688/2020,Austria/CeMM1008/2020,Austria/CeMM0828/2020,Austria/CeMM1077/2020,Austria/CeMM1078/2020,Austria/CeMM0732/2020,Austria/CeMM0745/2020,Austria/CeMM0708/2020,Austria/CeMM0768/2020,Austria/CeMM0767/2020,Austria/CeMM0777/2020,Austria/CeMM0275/2020,Austria/CeMM0454/2020,Austria/CeMM0300/2020,Austria/CeMM0417/2020,Austria/CeMM0288/2020,Austria/CeMM0295/2020,Austria/CeMM0265/2020,Austria/CeMM1047/2020,Austria/CeMM0972/2020,Austria/CeMM0973/2020,Austria/CeMM1032/2020,Austria/CeMM1005/2020,Austria/CeMM1083/2020,Austria/CeMM0683/2020,Austria/CeMM0448/2020,Austria/CeMM0672/2020,Austria/CeMM0595/2020,Austria/CeMM1045/2020,Austria/CeMM0594/2020,Austria/CeMM0693/2020
Aleksandra Milewska et al	1	unknown	unknown	unknown	Poland/PL_P1/2020
Kathrine Stene-Johansen et al	208	unknown	unknown	unknown	Norway/2498/2020,Norway/1986/2020,Norway/2087/2020,Norway/1380/2020,Norway/1538/2020,Norway/1494/2020,Norway/1455/2020,Norway/1443/2020,Norway/1694/2020,Norway/1493/2020,Norway/1379/2020,Norway/2052/2020,Norway/7667/2020,Norway/3164/2021,Norway/2333/2021,Norway/3320/2021,Norway/3181/2021,Norway/2596/2020,Norway/2599/2020,Norway/3782/2021,Norway/2855/2020,Norway/2853/2020,Norway/2854/2020,Norway/7116/2020,Norway/7110/2020,Norway/7066/2020,Norway/7136/2020,Norway/1540/2021,Norway/1791/2021,Norway/2237/2021,Norway/3864/2021,Norway/3710/2021,Norway/1495/2020,Norway/1955/2020,Norway/1953/2020,Norway/2356-2/2020,Norway/2200/2020,Norway/2088/2020,Norway/0495/2021,Norway/3171/2020,Norway/2802/2020,Norway/2834/2020,Norway/2806/2020,Norway/2838/2020,Norway/2801/2020,Norway/2793/2020,Norway/2812/2020,Norway/2809/2020,Norway/2810/2020,Norway/2808/2020,Norway/2387/2020,Norway/2390/2020,Norway/2454/2020,Norway/2803/2020,Norway/3620/2020,Norway/2244/2020,Norway/2781/2020,Norway/2534/2020,Norway/2466/2020,Norway/2380/2020,Norway/1917/2020,Norway/1989/2020,Norway/1949/2020,Norway/1951/2020,Norway/2506/2020,Norway/2549/2020,Norway/2660/2020,Norway/2782/2020,Norway/2784/2020,Norway/5898/2020,Norway/0638/2021,Norway/0636/2021,Norway/1355/2021,Norway/1354/2021,Norway/2875/2020,Norway/2902/2020,Norway/2879/2020,Norway/2889/2020,Norway/3214/2020,Norway/3274/2021,Norway/3720/2020,Norway/3783/2020,Norway/3729/2020,Norway/3715/2020,Norway/3719/2020,Norway/3739/2020,Norway/3769/2020,Norway/3766/2020,Norway/3726/2020,Norway/3743/2020,Norway/3740/2020,Norway/3745/2020,Norway/3754/2020,Norway/3725/2020,Norway/3750/2020,Norway/3776/2020,Norway/3784/2020,Norway/3426/2021,Norway/3529/2021,Norway/3823/2021,Norway/3234/2021,Norway/3557/2021,Norway/3313/2021,Norway/3404/2021,Norway/3286/2021,Norway/2685/2021,Norway/3419/2021,Norway/3280/2020,Norway/3383/2020,Norway/3767/2020,Norway/4101/2020,Norway/4462/2020,Norway/4233/2020,Norway/4063/2020,Norway/4103/2020,Norway/4460/2020,Norway/4725/2020,Norway/4964/2020,Norway/4967/2020,Norway/4966/2020,Norway/4968/2020,Norway/3536/2020,Norway/3582/2020,Norway/3564/2020,Norway/3570/2020,Norway/3571/2020,Norway/3573/2020,Norway/3578/2020,Norway/3585/2020,Norway/3597/2020,Norway/2957/2020,Norway/3592/2020,Norway/3584/2020,Norway/3579/2020,Norway/3590/2020,Norway/3593/2020,Norway/3629/2020,Norway/3565/2020,Norway/3627/2020,Norway/3628/2020,Norway/3574/2020,Norway/3806/2020,Norway/3576/2020,Norway/3594/2020,Norway/3808/2020,Norway/3575/2020,Norway/3572/2020,Norway/3599/2020,Norway/3586/2020,Norway/3598/2020,Norway/3552/2020,Norway/3596/2020,Norway/3563/2020,Norway/3550/2020,Norway/4694/2020,Norway/5436/2020,Norway/5217/2020,Norway/6727/2020,Norway/6421/2020,Norway/6728/2020,Norway/5059/2020,Norway/5790/2020,Norway/7104/2020,Norway/7105/2020,Norway/3376/2021,Norway/3594/2021,Norway/6773/2020,Norway/6899/2020,Norway/3291/2021,Norway/5544/2020,Norway/5606/2020,Norway/5608/2020,Norway/6781/2020,Norway/4767/2021,Norway/4124/2021,Norway/5822/2020,Norway/7089/2020,Norway/4995/2020,Norway/4811/2020,Norway/4810/2020,Norway/4814/2020,Norway/7542/2020,Norway/7065/2020,Norway/7061/2020,Norway/5329/2020,Norway/5535/2020,Norway/5242/2020,Norway/5239/2020,Norway/5750/2020,Norway/6515/2020,Norway/5330/2020,Norway/5557/2020,Norway/5712/2020,Norway/5710/2020,Norway/5609/2020,Norway/5620/2020,Norway/5656/2020,Norway/3946/2021,Norway/6387/2020,Norway/1358/2021,Norway/2417/2021,Norway/2352/2021,Norway/0505/2021,Norway/1729/2021,Norway/1724/2021,Norway/6242/2020,Norway/6799/2020,Norway/5539/2020
Michael Carr et al	155	unknown	unknown	unknown	Ireland/D-NVRL-AIIDV0328v1/2020,Ireland/D-NVRL-AIIDV0328v2/2020,Ireland/CO-NVRL-20134/2020,Ireland/WX-NVRL-AIIDV0434v1/2020,Ireland/D-NVRL-72IRL12139/2020,Ireland/D-NVRL-AIIDM0047v1/2020,Ireland/LH-NVRL-20IRL52389/2020,Ireland/MH-NVRL-20IRL82247/2020,Ireland/D-NVRL-75IRL76096/2020,Ireland/D-NVRL-AIIDM0017v1/2020,Ireland/G-NVRL-72IRL53006/2020,Ireland/LH-NVRL-20IRL26172/2020,Ireland/D-NVRL-20IRL27755/2020,Ireland/LH-NVRL-76IRL28214/2020,Ireland/LH-NVRL-20IRL52333/2020,Ireland/CE-NVRL-78IRL68658/2020,Ireland/TA-NVRL-78IRL79094/2020,Ireland/DL-NVRL-78IRL78856/2020,Ireland/WD-NVRL-AIIDV0352v1/2020,Ireland/MH-NVRL-72IRL14688/2020,Ireland/D-NVRL-72IRL38771/2020,Ireland/D-NVRL-72IRL56952/2020,Ireland/LS-NVRL-78IRL77598/2020,Ireland/D-NVRL-81IRL19617/2020,Ireland/D-NVRL-21IRL20659/2021,Ireland/WX-NVRL-82IRL76643/2021,Ireland/D-NVRL-20IRL11236/2020,Ireland/D-NVRL-81IRL20372/2020,Ireland/D-NVRL-20IRL15368/2020,Ireland/D-NVRL-20IRL10553/2020,Ireland/D-NVRL-20IRL12591/2020,Ireland/G-NVRL-83IRL09692/2021,Ireland/D-NVRL-21IRL24655/2021,Ireland/KK-NVRL-83IRL57195/2021,Ireland/CN-NVRL-71IRL96106/2020,Ireland/CO-NVRL-78IRL76954/2020,Ireland/D-NVRL-AIIDV1334v1/2020,Ireland/WW-NVRL-AIIDV0073v4/2020,Ireland/D-NVRL-77IRL69369/2020,Ireland/LK-NVRL-19933/2020,Ireland/LH-NVRL-75IRL19164/2020,Ireland/D-NVRL-75IRL31734/2020,Ireland/MH-NVRL-77IRL69686/2020,Ireland/D-NVRL-75IRL86056/2020,Ireland/D-NVRL-75IRL86068/2020,Ireland/D-NVRL-75IRL86079/2020,Ireland/D-NVRL-75IRL86080/2020,Ireland/WX-NVRL-76IRL50728/2020,Ireland/LK-NVRL-19935/2020,Ireland/D-NVRL-AIIDV0073v1/2020,Ireland/D-NVRL-73IRL43340/2020,Ireland/CO-NVRL-73IRL22588/2020,Ireland/WD-NVRL-20IRL80814/2020,Ireland/D-NVRL-AIIDV0091v1/2020,Ireland/D-NVRL-AIIDV0102v2/2020,Ireland/WD-NVRL-20IRL80813/2020,Ireland/D-NVRL-71IRL96201/2020,Ireland/KE-NVRL-73IRL29560/2020,Ireland/CO-NVRL-75IRL84568/2020,Ireland/KY-NVRL-73IRL39585/2020,Ireland/CE-NVRL-75IRL33549/2020,Ireland/G-NVRL-76IRL33626/2020,Ireland/MH-NVRL-72IRL21078/2020,Ireland/D-NVRL-73IRL38288/2020,Ireland/KE-NVRL-73IRL29421/2020,Ireland/KE-NVRL-73IRL25865/2020,Ireland/KE-NVRL-73IRL25990/2020,Ireland/MH-NVRL-73IRL26415/2020,Ireland/G-NVRL-73IRL24800/2020,Ireland/D-NVRL-20ILR10842/2020,Ireland/D-NVRL-20ILR10860/2020,Ireland/D-NVRL-20ILR10859/2020,Ireland/D-NVRL-20ILR10852/2020,Ireland/D-NVRL-20ILR10855/2020,Ireland/D-NVRL-20ILR10854/2020,Ireland/D-NVRL-73IRL25053/2020,Ireland/D-NVRL-73IRL43808/2020,Ireland/CO-NVRL-78IRL74507/2020,Ireland/D-NVRL-78IRL92240/2020,Ireland/WW-NVRL-24052/2020,Ireland/D-NVRL-AIIDV0019v1/2020,Ireland/WW-NVRL-AIIDV0073v1/2020,Ireland/WW-NVRL-AIIDV0073v2/2020,Ireland/G-NVRL-72IRL10884/2020,Ireland/LH-NVRL-73IRL41575/2020,Ireland/LH-NVRL-73IRL27298/2020,Ireland/WD-NVRL-70IRL98816/2020,Ireland/WD-NVRL-71IRL06455/2020,Ireland/D-NVRL-71IRL01530/2020,Ireland/L-NVRL-79IRL93332/2020,Ireland/D-NVRL-21IRL06152/2021,Ireland/D-NVRL-76IRL31920/2020,Ireland/LH-NVRL-20IRL52380/2020,Ireland/WW-NVRL-AIIDV1271v1/2020,Ireland/D-NVRL-81IRL13512/2020,Ireland/G-NVRL-81IRL12409/2020,Ireland/RN-NVRL-81IRL28006/2020,Ireland/WH-NVRL-78IRL73030/2020,Ireland/CO-NVRL-78IRL73482/2020,Ireland/WW-NVRL-78IRL72781/2020,Ireland/L-NVRL-80IRL07756/2020,Ireland/SO-NVRL-21IRL17378/2021,Ireland/G-NVRL-20IRL11350/2020,Ireland/RN-NVRL-20IRL11351/2020,Ireland/MO-NVRL-20IRL11349/2020,Ireland/KE-NVRL-83IRL52763/2021,Ireland/G-NVRL-83IRL83915/2021,Ireland/G-NVRL-20IRL11352/2020,Ireland/G-NVRL-21IRL11728/2021,Ireland/G-NVRL-83IRL22673/2021,Ireland/G-NVRL-21IRL09355/2021,Ireland/G-NVRL-81IRL25655/2020,Ireland/KE-NVRL-83IRL52844/2021,Ireland/RN-NVRL-21IRL19512/2021,Ireland/D-NVRL-20IRL15270/2020,Ireland/MO-NVRL-83IRL20089/2021,Ireland/KY-NVRL-82IRL83255/2021,Ireland/WD-NVRL-82IRL88509/2021,Ireland/RN-NVRL-21IRL17681/2021,Ireland/D-NVRL-75IRL26146/2020,Ireland/LH-NVRL-73IRL70326/2020,Ireland/LH-NVRL-73IRL70416/2020,Ireland/G-NVRL-20IRL40645/2020,Ireland/G-NVRL-20IRL40645-2/2020,Ireland/SO-NVRL-70IRL90620/2020,Ireland/LK-NVRL-71IRL00996/2020,Ireland/WW-NVRL-70IRL98345/2020,Ireland/G-NVRL-20IRL40646/2020,Ireland/G-NVRL-20IRL40646-2/2020,Ireland/KY-NVRL-71IRL24965/2020,Ireland/D-NVRL-20IRL43979/2020,Ireland/D-NVRL-20IRL43203/2020,Ireland/WW-NVRL-71IRL07442/2020,Ireland/D-NVRL-71IRL07248/2020,Ireland/D-NVRL-71IRL07157/2020,Ireland/D-NVRL-71IRL07177/2020,Ireland/LM-NVRL-71IRL07120/2020,Ireland/D-NVRL-71IRL07206/2020,Ireland/KK-NVRL-71IRL07034/2020,Ireland/LK-NVRL-72IRL07430/2020,Ireland/CO-NVRL-72IRL13552/2020,Ireland/LK-NVRL-72IRL07432/2020,Ireland/CE-NVRL-72IRL34583/2020,Ireland/LK-NVRL-73IRL28235/2020,Ireland/LK-NVRL-73IRL25283/2020,Ireland/LK-NVRL-78IRL54109/2020,Ireland/LK-NVRL-72IRL16602/2020,Ireland/LK-NVRL-72IRL07454/2020,Ireland/LK-NVRL-72IRL07419/2020,Ireland/WX-NVRL-72IRL33081/2020,Ireland/CO-NVRL-72IRL34461/2020,Ireland/LK-NVRL-72IRL34726/2020,Ireland/KK-NVRL-72IRL40595/2020,Ireland/LK-NVRL-73IRL80542/2020,Ireland/LK-NVRL-73IRL35422/2020
Alexandra Popa et al B	25	Mutational dynamics and transmission properties of SARS-CoV-2 superspreading events in Austria	unknown	https://www.biorxiv.org/content/10.1101/2020.07.15.204339v1	Austria/CeMM0002/2020,Austria/CeMM0091/2020,Austria/CeMM0003/2020,Austria/CeMM0143/2020,Austria/CeMM0146/2020,Austria/CeMM0147/2020,Austria/CeMM0045/2020,Austria/CeMM0639/2020,Austria/CeMM0553/2020,Austria/CeMM0041/2020,Austria/CeMM0140/2020,Austria/CeMM0127/2020,Austria/CeMM0071/2020,Austria/CeMM0126/2020,Austria/CeMM0255/2020,Austria/CeMM0368/2020,Austria/CeMM0373/2020,Austria/CeMM0251/2020,Austria/CeMM0352/2020,Austria/CeMM0386/2020,Austria/CeMM0153/2020,Austria/CeMM0098/2020,Austria/CeMM0007/2020,Austria/CeMM0621/2020,Austria/CeMM0622/2020
